uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"c54cc86d-8970-4651-82f0-ec1bf421b82b","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00011",,,"small tree","Standing dead",9.1,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"36e7ff82-0caa-4a34-9af4-07a967adb90c","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00049",,,"single bole tree","Live",10.9,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"66c47f5b-3806-4ef3-99b8-a134524618a8","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00017",,,"small tree","Live",1.7,130,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"f786c375-c30a-4050-bdce-2b16a06b6fef","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00035",,,"sapling","Live",1.2,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"7423f403-73b9-4efd-83d8-a9dc6a64fde8","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00026",,,"single shrub","Live",2.1,130,2.4,,,,0.8,0.5,"Mostly shaded","cylinder",,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"0700b31a-5db4-48c3-96a7-5921835322d9","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00048",,,"single bole tree","Live",10.6,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"9feffc30-93d4-4f77-a827-464fa9c3f426","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00056",,,"single bole tree","Live",14.4,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"e27b8404-24be-42be-a317-8aea9297207f","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00022",,,"small tree","Live",2.6,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"7bebc4ac-a813-4e86-9c12-90a063acd0fa","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00053",,,"multi-bole tree","Live",11.2,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"6e955195-3b44-4eef-a79b-e21f7e22a2ca","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00059",,,"multi-bole tree","Live",17.9,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"9d6aa8fb-b1dd-4e2b-9a03-d47acaa9796c","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00059C",,,,"Live",11.5,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"2321bc3e-9c5c-4062-8ef2-a1a90c5f7082","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00001",,,"small tree","Live",9.5,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"8680a151-2ab7-4f1c-8904-5af9ee32931a","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00012",,,"sapling","Live",1.4,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"8d2296e5-ccae-4366-81c3-3b3d42ba7fbc","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00057",,,"single bole tree","Standing dead",11.0,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"8abf9ea2-eaf0-4127-be01-8eb28199ed71","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00055",,,"single bole tree","Standing dead",11.7,186,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"5c529dfa-825c-4327-86d4-a0f152732581","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00028",,,"sapling","Live",1.0,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"c759ea3c-077d-4c6f-baaf-62fa1eee28fa","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00020",,,"small tree","Standing dead",9.7,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"cc84587f-d307-422c-85d0-8d3f13203f2d","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00031",,,"sapling","Live",1.4,10,,,,,,,"Open grown",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"554fdbff-aff9-4e14-9b4a-3473decc759d","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00002",,,"small tree","Live, insect damaged",7.9,170,,,,,,,"Partially shaded",,,,,,,,,,,,,,"Leaf roller damage","whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"9b6b11b6-c7d8-425d-9360-54276c2562cb","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00050",,,"single bole tree","Live",17.8,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"0169166f-7c00-4a34-9739-5f40885ebc47","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00045",,,"multi-bole tree","Live",11.4,196,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"46984b63-5dc9-4997-ad38-ce7215e73248","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00040",,,"small tree","Live",5.3,130,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"5e4e1f48-07ad-4230-a210-bf071fff31a0","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00051",,,"single bole tree","Live",13.1,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"c923f16d-f0a7-4b82-8085-7b406a204eee","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00023",,,"small tree","Standing dead",7.8,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"10d410d3-8b3a-453b-981b-b99e59a2972c","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00059E",,,,"Standing dead",16.7,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"f8253ffa-d6e8-4335-b56d-7447830af472","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00009",,,"single shrub","Standing dead",1.2,130,2.5,,,,60.0,40.0,"Mostly shaded","cylinder",,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"820c4ac3-6409-48b8-bff3-32e0bc172cf4","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00003",,,"sapling","Live",1.7,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"b561256d-2a82-47fc-8777-d01b537ec4a3","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00054A",,,,"Live",7.5,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"4507a470-c6a0-40bf-801a-40dfa90457bb","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00018",,,"small tree","Standing dead",8.0,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"6e7e86a2-b442-45c3-9103-72e9bed7e177","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00030",,,"sapling","Live",1.9,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"2b98cf15-22d9-48bd-b0ab-663c00aacec2","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00021",,,"small tree","Live",3.0,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"5c5ed788-34c5-4245-98dd-3ed33dadec31","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00039",,,"single shrub","Standing dead",6.1,130,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"c8018d78-d01f-4b57-b11d-9b4e4c2b5cda","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00042",,,"single bole tree","Live",19.5,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"e7c7ed33-a613-4255-9ce3-099a2e882146","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00043",,,"single bole tree","Live",15.1,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"9f668123-3e92-4bc2-9694-d2288d5d540c","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00059D",,,,"Standing dead",27.9,140,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"e4e81c53-0b11-4970-be8b-eb00074cf113","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00037",,,"sapling","Live",1.2,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"12a73d25-e666-4aba-8d18-bfedb0a96a8a","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00006",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"c1308cbd-e3d5-41f4-b667-eb802b3914a9","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00024",,,"small tree","Live",5.0,130,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"52275ab9-6ca6-4045-adf0-b33390b42971","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00038",,,"small tree","Live",3.5,130,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"aec8efb4-c0e1-40b7-87ef-3bc18d996199","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00032",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"736e0297-8c3b-4fcf-92b9-91badba475d7","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00013",,,"sapling","Live",1.4,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"3ab2d841-8ec1-4a23-b46a-1515555e3269","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00029",,,"sapling","Live",1.5,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"fcda923b-043e-4114-8ab2-db6521742821","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00052",,,"single bole tree","Standing dead",11.3,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"662dd739-1411-4c21-86d9-852f40ae5e23","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00015",,,"small shrub","Live, physically damaged",1.5,10,0.4,,,,0.7,0.4,"Mostly shaded","oblate half-sphere",,,,,,,,,,,,,"Bole scar","whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"38fbc12d-0fb8-4381-a7cd-46c3f20c42bd","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00014",,,"small tree","Live,  other damage",6.9,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,"Crown die back","whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"f38bae0a-25dc-4c49-a433-da835fd5ac67","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00036",,,"small tree","Standing dead",9.7,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"f8755750-15e3-40cb-8f80-8723c3bb4385","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00005",,,"small tree","Standing dead",4.7,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"f6977ec2-26e1-4ed2-9b96-ea9e49561992","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00027",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"89980fd4-d203-481c-8063-88b5bef1b11e","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00059A",,,,"Live",15.6,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"83e252b2-9186-418c-956a-80eb0355528f","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00046",,,"single bole tree","Live",17.6,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"20493542-ba00-4de5-bafd-dc211a30606d","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00004",,,"small tree","Live",6.5,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"5abf0e26-95a3-497e-84dd-5a549491a578","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00034",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"33c617eb-d062-45d7-8c61-66874d83f699","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00010",,,"single shrub","Standing dead",1.4,130,2.7,,,,50.0,20.0,"Mostly shaded","cylinder",,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"9e5df6e5-941c-450c-88e8-72d71a2c5038","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00007",,,"small tree","Live",7.5,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"9974ede2-9b90-4599-b36a-86520c63dc21","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00058",,,"single bole tree","Live",10.0,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"db72a60f-0422-4935-8499-72a39415e027","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00033",,,"sapling","Live",1.0,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"97f0d8ca-a173-4e11-bf2b-841fdf694492","BONA_072.basePlot.vst","2016-06-13","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00008",,,"small tree","Standing dead",8.9,158,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"whendricks@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"292a5714-9592-45ed-838a-4b44295cd826","BONA_072.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00112",,,"small tree","Live",6.8,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"kbiggert@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"c1346de3-eb73-4b4e-9d24-583a33245fa6","BONA_070.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_070",,"NEON.PLA.D19.BONA.00254",,,"sapling","Live",2.2,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"e95c9ade-d1a7-43f4-86ad-83bfca8f710f","BONA_072.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00129",,,"multi-bole tree","Live",13.0,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"kbiggert@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"64f13036-8713-463e-8ee0-a07493a07eb4","BONA_070.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_070",,"NEON.PLA.D19.BONA.00345",,,"single bole tree","Live",11.7,130,,,,,,,"Open grown",,,,,,,,,,,,,,"QC0","rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"8c85d285-9542-4d82-afc0-d54d92a2e4f2","BONA_070.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_070",,"NEON.PLA.D19.BONA.00320",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"43ba459a-eef0-4c0c-a1e4-0bb4908535ad","BONA_072.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00109",,,"single bole tree","Live",17.5,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"kbiggert@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"842b0e9d-0c3f-41df-b270-f3822f6dbbce","BONA_070.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_070",,"NEON.PLA.D19.BONA.00288",,,"sapling","Live",1.8,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
"4574cc7f-c8e7-4d40-82fa-973b684889c4","BONA_072.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_072",,"NEON.PLA.D19.BONA.00152",,,"single bole tree","Live",10.2,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"kbiggert@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"8b1c8774-9c9b-4891-8272-b608f29d41f1","BONA_070.basePlot.vst","2016-06-14","vst_BONA_2016","D19","BONA","BONA_070",,"NEON.PLA.D19.BONA.00259",,,"small tree","Live",3.9,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"rpernick@field-ops.org","acortese@neoninc.org","legacyData | noMapTagData"
