uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"99bf90f7-5b8e-4b0a-8fa9-a28d13dc3283","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01545",,"ok","single shrub","Standing dead",1.3,130,1.9,,,,0.1,0.1,,"cylinder",,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"7c14d2df-e32a-4feb-b0d6-fd73d635c562","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01579",,"ok","single bole tree","Standing dead",20.5,130,11.4,,,,2.8,1.3,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"301d63ad-17bd-4d49-b151-91b0fa9a3729","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01565",,"ok","multi-bole tree","Standing dead",6.9,130,7.5,,,,3.5,2.5,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a703155c-ebcc-4bf0-be19-f95a78212909","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01532",,"ok","sapling","Live",,,1.2,,,,,,,,2.5,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"ecd9652a-a416-4a4a-bc2b-0652e9a96d1f","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01522",,"ok","small shrub","Standing dead",,,1.2,,,,1.1,0.6,,"cylinder",4.3,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b07c0737-11ec-4fe3-b506-5af90fd300ee","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01540",,"ok","small tree","Live",1.0,130,1.4,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3a9c4d13-6b2b-40b0-999a-1abf67829b6f","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01562",,"ok","multi-bole tree","Standing dead",22.4,130,14.8,,,,3.4,2.1,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"9b4d4e81-e69b-4e7a-80fe-415334d71ec7","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01528",,"ok","sapling","Live, insect damaged",,,0.7,,,,,,,,1.0,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0831c051-0b09-4019-a179-b62492a9cc47","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01576",,"ok","single bole tree","Live",16.9,130,9.2,,,,3.4,2.4,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"1a5b00d6-685f-48ac-8a5b-57dc0dfe27b3","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01564",,"ok","multi-bole tree","Live",6.2,130,10.2,,,,5.7,4.6,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"bb94e427-db8d-4ccb-951a-a14a2bbb27b3","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01529",,"ok","single shrub","Live, disease damaged",1.2,130,2.5,,,,1.7,1.5,,"cylinder",,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a46ea108-bca9-43b7-9a36-c1fbc5bccc3c","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01557",,"ok","small shrub","Live",,,2.0,,,,0.8,0.7,,"cylinder",1.6,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"cdb95ea1-bce5-4cb0-b1ed-1a6cbd5a21ae","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01543",,"ok","small shrub","Standing dead",,,0.8,,,,0.1,0.1,,"cylinder",2.8,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"69a0c7e5-4160-4af5-b58b-1e530a8fddf3","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01578",,"ok","single bole tree","Live",30.1,130,11.2,,,,3.9,3.7,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"ac1c7710-4909-4561-8959-d67d284787ba","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01568",,"ok","single bole tree","Live",25.7,130,13.6,,,,6.1,4.7,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3766afae-d0ae-4e7e-9ca4-ab3309d414d0","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01575",,"ok","single bole tree","Standing dead",13.8,130,9.1,,,,1.5,1.3,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b1687d57-8761-4162-9608-390b4863c18a","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01522",,"ok","small shrub","Live",,,1.2,,,,1.1,0.6,,"cylinder",1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a16873d8-28f6-4229-a337-4666973f32e7","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01572",,"ok","single bole tree","Live",25.3,130,16.7,,,,3.8,3.2,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"2ca08469-35f7-4cb3-9db0-f6b8867210e5","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01565",,"ok","multi-bole tree","Standing dead",10.2,130,7.5,,,,3.5,2.5,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a75f160b-51f8-422c-8d9a-de7a0c68c782","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01544",,"ok","small tree","Live",4.5,130,3.4,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"01a4584d-c8fd-4e11-82db-f5d71a9817f5","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01564",,"ok","multi-bole tree","Live",12.7,130,10.2,,,,5.7,4.6,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"45f4074c-428b-4dce-b321-d7217e144413","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01533",,"ok","small tree","Live",1.2,130,1.9,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"faa7aeea-d441-48ba-8cad-82a035516821","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01574",,"ok","single bole tree","Live",19.6,130,10.6,,,,3.6,3.3,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"66284782-884d-44f8-92d6-ac32662428d1","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01538",,"ok","small shrub","Live",,,1.4,,,,0.6,0.4,,"cylinder",1.4,10,,,,,,,,,,,,"Omagni@battelleecology.org","rpernick@battelleecology.org","legacyData"
"b7114e5c-025a-4646-8cdf-2d4eadc0925c","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01536",,"ok","sapling","Live",,,0.6,,,,,,,,1.0,10,,,,,,,,,,,,"Omagni@battelleecology.org","rpernick@battelleecology.org","legacyData"
"0079daca-403d-415d-87e9-b5e2e4b85a79","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01537",,"ok","small shrub","Live",,,1.3,,,,1.0,0.5,,"cylinder",1.4,10,,,,,,,,,,,,"Omagni@battelleecology.org","rpernick@battelleecology.org","legacyData"
"c63ccee7-a485-469b-9be0-5836df9093c8","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01539",,"ok","single shrub","Standing dead",1.8,130,2.1,,,,2.1,0.1,,"cylinder",,,,,,,,,,,,,,"Omagni@battelleecology.org","rpernick@battelleecology.org","legacyData"
"4ca1bd3d-3f42-45b1-9c91-ba6def07c9c5","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01547",,"ok","small shrub","Standing dead",,,2.2,,,,1.1,0.4,,"cylinder",2.8,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c353d9cd-5bb0-4499-a4a3-34dad78cbd84","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01536",,"ok","sapling","Live",,,0.6,,,,,,,,1.0,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5ce389bc-3ded-4c89-adb1-dc9e0c740854","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01521",,"ok","small shrub","Standing dead",,,1.0,,,,0.3,0.2,,"cylinder",1.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b6c1e48e-43b4-4937-8b29-36e3a677ed46","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01569",,"ok","single bole tree","Live",12.2,130,8.6,,,,2.7,2.5,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"2b32f203-4561-46d8-9408-cad9ebe764d2","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01535",,"ok","sapling","Live",,,0.5,,,,,,,,1.4,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"6aba0c2b-8291-49e8-abfb-c6efeee7f472","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01571",,"ok","single bole tree","Standing dead",14.8,130,10.3,,,,2.8,2.3,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"73bcb5a6-c038-48b0-b316-4eaf5d2d0b05","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01524",,"ok","small shrub","Live",,,1.3,,,,0.9,0.8,,"cylinder",1.8,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"565247af-5a10-4b5f-8705-82a9584191b0","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01550",,"ok","single shrub","Live",1.5,130,1.9,,,,0.9,0.6,,"cylinder",,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"6d6e96e9-5a91-42cb-9281-9e61b82bdf7e","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01563",,"ok","multi-bole tree","Live",10.6,130,10.1,,,,4.4,4.3,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"384cc00d-b7fd-4358-bdcd-d8305d34fc68","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01546",,"ok","small tree","Live",2.9,130,2.7,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"4c6a59dc-5418-42bc-9c06-8cec5c88d1e9","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01534",,"ok","small tree","Live",1.2,130,1.2,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f19d50d7-c204-4006-a782-3aefc48b68f6","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01537",,"ok","small shrub","Live",,,1.3,,,,1.0,0.5,,"cylinder",1.4,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"bc1dfb1e-1323-4d35-9a7b-551071341b8c","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01565",,"ok","multi-bole tree","Live",13.0,130,7.5,,,,3.5,1.5,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c2146cc4-b79a-42c0-b9ab-f5f9585c9a5f","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01554",,"ok","small tree","Standing dead",6.2,130,5.2,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d6ba8547-a493-4b27-a20b-989da2b10b4f","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01566",,"ok","single bole tree","Standing dead",15.5,130,12.0,,,,2.2,1.8,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"67e22ce8-1227-4ab7-b3cf-c2370930cf64","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01577",,"ok","single bole tree","Standing dead",10.3,130,3.1,,,,1.6,1.5,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3e0f08af-28fb-4a04-9620-51290c871210","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01542",,"ok","small shrub","Live",,,1.8,,,,1.0,0.6,,"cylinder",3.7,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"264cf202-80dd-45cd-864e-6f4460dadeb6","BONA_014.basePlot.vst","2017-08-07","vst_BONA_2017","D19","BONA","BONA_014",,"NEON.PLA.D19.BONA.01548",,"ok","small tree","Live",2.9,130,2.4,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
